k21	k22	k31	k32	k33	k41	k42	k43	k44	k51	k52	k53	k54	k55	k61	k62	k63	k64	k65	k66	k71	k72	k73	k74	k75	k76	k77	k81	k82	k83	k84	k85	k86	k87	k88	k91	k92	k93	k94	k95	k96	k97	k98	k99
0.948396	0.0516044	0.0658389	0.903171	0.0309896	0.571726	0.00735894	0.39541	0.0255048	0.0577761	0.00909857	0.0218913	0.569171	0.342063	0.0557601	0.0100276	0.0124942	0.335499	0.565456	0.0207633	0.0308837	0.00774205	0.0173301	0.041724	0.530958	0.0126186	0.358744	0.054682	0.00508985	0.0242815	0.32068	0.526319	0.0180363	0.01162	0.0392918	0.0186387	0.0174518	0.0135974	0.00535456	0.312731	0.043127	0.0101703	0.522034	0.0568958
0.938897	0.0611032	0.0722227	0.892028	0.0357491	0.562284	0.0204383	0.388365	0.0289127	0.0599374	0.018333	0.0224128	0.55921	0.340107	0.0570199	0.0131262	0.0150573	0.339591	0.553582	0.021624	0.0372951	0.0100433	0.0203242	0.0404991	0.520434	0.015045	0.356359	0.0550297	0.010049	0.023381	0.321312	0.519079	0.0208885	0.0143527	0.0359077	0.0204488	0.0214127	0.0188355	0.00837024	0.31413	0.0362191	0.0158636	0.512564	0.0521554
0.941018	0.058982	0.0720956	0.898252	0.0296525	0.572626	0.0161077	0.388945	0.0223219	0.0557799	0.0178726	0.0144562	0.567138	0.344753	0.0570294	0.0114395	0.0170849	0.340217	0.55798	0.0162493	0.0336613	0.0059602	0.0173791	0.0455419	0.527527	0.0171842	0.352746	0.0524595	0.00593476	0.0248462	0.31563	0.526576	0.0172762	0.0154467	0.0418314	0.0221631	0.0223602	0.0153213	0.00443045	0.310698	0.038361	0.0156802	0.5219	0.0490857
0.941733	0.058267	0.0716435	0.901811	0.0265456	0.567692	0.0191255	0.399071	0.0141118	0.0558274	0.0158245	0.0128959	0.567157	0.348295	0.0540553	0.0131551	0.0159544	0.346463	0.558076	0.0122964	0.0295395	0.00949951	0.0136829	0.0444354	0.52033	0.0154272	0.367085	0.0573105	0.00831727	0.0255049	0.316854	0.524117	0.0107769	0.014214	0.0429063	0.0223124	0.0210422	0.00604077	0.00808961	0.308936	0.0477154	0.0148753	0.516352	0.0546371
0.944083	0.0559173	0.0683064	0.908233	0.0234602	0.57601	0.0143089	0.388916	0.0207653	0.0494095	0.012272	0.014797	0.574173	0.349349	0.0495584	0.013393	0.0120499	0.348553	0.563458	0.0129879	0.0240687	0.0102392	0.0171939	0.0444656	0.527004	0.0124471	0.364581	0.0557935	0.0100034	0.018432	0.325141	0.528392	0.0140837	0.0115969	0.0365582	0.0118245	0.0291105	0.0130142	0.00498047	0.321833	0.0364418	0.0101423	0.51916	0.0534927
0.932367	0.0676326	0.0821888	0.887661	0.0301503	0.555169	0.0305607	0.393355	0.0209154	0.0631327	0.025106	0.0170313	0.549697	0.345033	0.0615906	0.0160991	0.0211832	0.33937	0.54735	0.0144069	0.0357229	0.0156377	0.0179499	0.0457199	0.511969	0.0205581	0.352443	0.0490971	0.012839	0.0276785	0.325348	0.509979	0.0161968	0.0195452	0.0393163	0.0234412	0.0342948	0.0131942	0.0088174	0.311203	0.0403929	0.0194663	0.501783	0.0474075
0.920754	0.0792456	0.0879601	0.88251	0.0295302	0.547463	0.0375386	0.387986	0.0270121	0.0554685	0.0339688	0.0222745	0.540931	0.347357	0.05461	0.022798	0.0264494	0.338322	0.536184	0.0216371	0.0311316	0.0212338	0.0200428	0.0411042	0.49873	0.0257661	0.361991	0.0559036	0.0178249	0.0196045	0.317335	0.504078	0.0201883	0.0240546	0.0410109	0.0133586	0.0360539	0.0168138	0.0110473	0.314801	0.0400538	0.0232673	0.491091	0.0535132
0.929878	0.0701224	0.0806606	0.892611	0.0267286	0.56301	0.0270641	0.38734	0.0225861	0.0506673	0.0266536	0.0203105	0.55756	0.344809	0.0474758	0.0185173	0.0211149	0.341495	0.553052	0.0183454	0.0238279	0.0160521	0.0230921	0.0436775	0.518128	0.0206432	0.354579	0.0439636	0.0165745	0.0212338	0.317006	0.517023	0.0170239	0.0188889	0.0482862	0.0155452	0.0302937	0.015776	0.0130802	0.320047	0.0396783	0.0190149	0.506898	0.0396666
0.914297	0.0857027	0.0964642	0.870055	0.0334805	0.539852	0.0437833	0.388009	0.028356	0.0628647	0.0430992	0.0209741	0.540087	0.332975	0.0594652	0.0231399	0.0307678	0.334389	0.533259	0.0189793	0.0369911	0.0224892	0.0228136	0.0370415	0.496635	0.0307693	0.35326	0.0536569	0.0217085	0.0275845	0.312743	0.497685	0.0189953	0.0298199	0.0378073	0.0228754	0.0327424	0.0149257	0.020485	0.305809	0.0365401	0.0265121	0.486785	0.053326
0.930087	0.0699135	0.0795185	0.895519	0.0249624	0.55679	0.0281788	0.396582	0.0184498	0.0472365	0.0303021	0.0158712	0.550907	0.355683	0.0417006	0.0202041	0.0249898	0.354031	0.54304	0.0160339	0.0222419	0.0178052	0.0126607	0.0500336	0.50792	0.0229095	0.36643	0.0531595	0.0153961	0.0118215	0.330124	0.510965	0.0113108	0.0223211	0.0449024	0.013189	0.0267478	0.0123117	0.0121138	0.318535	0.0436028	0.0211002	0.500227	0.0521731
0.918542	0.0814581	0.0942489	0.871567	0.0341838	0.549658	0.0379562	0.380804	0.0315824	0.0555376	0.0369308	0.0248458	0.543263	0.339423	0.0565453	0.0240694	0.0276018	0.330344	0.539349	0.0220907	0.0342325	0.0216317	0.0245991	0.0459315	0.504915	0.0249151	0.343776	0.0564962	0.0197763	0.0229307	0.307595	0.504037	0.0212986	0.0252742	0.0425917	0.0171616	0.0360754	0.0204504	0.0159927	0.303742	0.0393482	0.0217229	0.49463	0.0508776
0.979513	0.0204867	0.0313859	0.930529	0.0380853	0.485478	1.00E-04	0.491462	0.0229601	0.0185292	1.00E-04	0.0296035	0.479377	0.47239	0.0175351	0.00750529	1.00E-04	0.471681	0.477702	0.0254767	0.0176991	0.00507989	1.00E-04	0.273214	0.467275	1.00E-04	0.236532	0.0439246	0.0044228	0.00985767	0.203277	0.464616	1.00E-04	1.00E-04	0.273701	0.00497079	0.0153084	1.00E-04	0.00266794	0.199981	0.271651	1.00E-04	0.463443	0.041779
0.962262	0.0377382	0.0468608	0.908628	0.044511	0.506493	0.00103156	0.45798	0.034495	0.0166236	0.0094751	0.0328968	0.501055	0.43995	0.0184353	0.0118138	0.00675601	0.44071	0.491078	0.0312069	0.0212837	0.0146188	1.00E-04	0.266465	0.490236	0.00640741	0.200889	0.0358692	0.01125	0.0130912	0.171931	0.489589	1.00E-04	0.00688719	0.271282	0.00756826	0.02012	1.00E-04	0.00835244	0.16916	0.271234	0.00592596	0.4813	0.0362401
0.970997	0.0290031	0.0415653	0.905534	0.052901	0.499344	1.00E-04	0.460061	0.0404952	0.0198618	0.00670599	0.0372383	0.491071	0.445123	0.0231577	0.00745779	0.00718948	0.442023	0.482778	0.0373935	0.0239542	0.00580359	0.0016435	0.252097	0.481096	0.0065898	0.228816	0.0431471	0.00547431	0.0146556	0.207813	0.47424	0.000331314	0.00414149	0.250198	0.0155291	0.0108799	0.00131394	0.0062003	0.195523	0.255166	0.00554871	0.471833	0.0380063
0.966177	0.0338232	0.0451166	0.9031	0.0517833	0.513394	1.00E-04	0.445811	0.0406946	0.012919	0.00598445	0.044385	0.508793	0.427919	0.0144711	0.010662	0.00509808	0.431526	0.497346	0.0408962	0.0207247	0.0128052	1.00E-04	0.272725	0.498842	0.0031713	0.191632	0.0368467	0.0106142	0.00977054	0.171551	0.496029	1.00E-04	0.00239345	0.272695	0.00877167	0.0100979	1.00E-04	0.00916819	0.163916	0.273567	0.00170671	0.496855	0.035817
0.998883	0.00111664	0.0116146	0.933592	0.0547937	0.47367	1.00E-04	0.488023	0.0382067	0.0018667	1.00E-04	0.0413654	0.465082	0.491586	0.00431883	0.00209561	1.00E-04	0.488927	0.464449	0.0401098	0.00980064	0.00105248	1.00E-04	0.302968	0.462979	1.00E-04	0.223	0.0346777	1.00E-04	1.00E-04	0.201272	0.457394	1.00E-04	1.00E-04	0.306256	0.00424555	0.00102466	1.00E-04	1.00E-04	0.201634	0.305614	1.00E-04	0.45558	0.0316015
0.973448	0.0265519	0.0349942	0.911782	0.0532237	0.486733	1.00E-04	0.47248	0.0406876	0.00659931	0.00255564	0.0437793	0.481215	0.46585	0.0052625	0.0138247	0.00120913	0.460299	0.477511	0.0418943	0.0133036	0.0125531	1.00E-04	0.280587	0.472954	0.00118409	0.219318	0.0372202	0.0101609	0.00413227	0.195193	0.476616	1.00E-04	1.00E-04	0.276478	0.00252792	0.0151139	1.00E-04	0.0108245	0.19321	0.277629	1.00E-04	0.466468	0.034027
0.971441	0.0285587	0.0388693	0.900623	0.0605077	0.505592	1.00E-04	0.450129	0.0441789	0.0132572	0.000924372	0.0507642	0.500518	0.434536	0.00939282	0.0112549	0.000370326	0.435792	0.495639	0.0475518	0.0140464	0.0115231	0.0113111	0.248533	0.485153	0.000320328	0.229113	0.0400825	0.00930929	0.00844965	0.197928	0.488448	0.00943819	1.00E-04	0.246244	0.00456471	0.0132373	0.00717566	0.00716142	0.194536	0.246824	1.00E-04	0.482668	0.0437337
0.952751	0.0472493	0.0636474	0.905257	0.031096	0.574989	0.0040427	0.39766	0.0233081	0.0258985	0.0117353	0.0214714	0.564912	0.375983	0.0272916	0.0156728	0.00706909	0.371037	0.559977	0.0189532	0.0207026	0.0158946	1.00E-04	0.187296	0.54983	0.00507235	0.221105	0.0504079	0.0141477	0.00805765	0.191318	0.54736	1.00E-04	0.00409505	0.184514	0.00994271	0.0167166	1.00E-04	0.0139614	0.180516	0.189129	0.00294803	0.539878	0.0468077
0.963979	0.0360208	0.0485601	0.906664	0.0447756	0.534148	1.00E-04	0.434393	0.0313591	0.0142418	0.0106107	0.0283761	0.526045	0.420727	0.0123522	0.0136935	0.00568171	0.421368	0.519131	0.0277729	0.0164473	0.00984212	1.00E-04	0.234664	0.512654	0.00673188	0.219561	0.041332	0.00979289	0.00734803	0.186993	0.514559	1.00E-04	0.00460963	0.235265	0.00415514	0.0148254	1.00E-04	0.00941058	0.191198	0.23255	0.00361203	0.506709	0.0374389
0.985502	0.0144981	0.0271975	0.938001	0.0348015	0.484738	1.00E-04	0.495873	0.0192885	0.00519654	1.00E-04	0.0243379	0.483351	0.487015	0.00780076	0.00817521	1.00E-04	0.482196	0.479567	0.0221613	0.00762884	0.00571103	1.00E-04	0.294156	0.468435	1.00E-04	0.22387	0.0359329	0.00508547	1.00E-04	0.195589	0.468279	1.00E-04	1.00E-04	0.294814	1.00E-04	0.00852162	1.00E-04	0.00563946	0.19208	0.293766	1.00E-04	0.461188	0.0385045
0.943657	0.0563425	0.0626535	0.887836	0.0495102	0.524435	0.0131895	0.426573	0.0358024	0.0269142	0.0208318	0.036545	0.513173	0.402536	0.0223893	0.017695	0.0137782	0.405789	0.506619	0.0337299	0.0320126	0.0174903	1.00E-04	0.246847	0.505118	0.0127354	0.185697	0.0393942	0.01628	0.0219027	0.151105	0.507082	1.00E-04	0.0113037	0.252833	0.0175028	0.0199398	1.00E-04	0.0150191	0.144003	0.252893	0.0103326	0.498784	0.0414263
0.973365	0.0266351	0.0393432	0.923393	0.0372642	0.524918	1.00E-04	0.45261	0.0223723	0.0149843	1.00E-04	0.0256568	0.515612	0.443647	0.011	0.0108605	1.00E-04	0.440764	0.511749	0.0255273	0.0101355	0.0105264	1.00E-04	0.257525	0.494443	1.00E-04	0.22717	0.0402453	0.00925934	0.00210175	0.196515	0.501578	1.00E-04	1.00E-04	0.2501	0.00106225	0.00623292	1.00E-04	0.00793238	0.195837	0.249396	1.00E-04	0.496599	0.04274
0.955906	0.0440941	0.0534942	0.893561	0.052945	0.509443	0.0042808	0.444631	0.0416452	0.019827	0.0137285	0.0414107	0.499947	0.425087	0.0186998	0.0130916	0.0113324	0.425792	0.495155	0.0359289	0.0220795	0.0132516	0.00344254	0.260831	0.493738	0.00914258	0.197515	0.0358752	0.0117879	0.0195295	0.174981	0.488668	0.000199804	0.00928591	0.259672	0.0140396	0.0178859	1.00E-04	0.00933815	0.169792	0.2589	0.00886272	0.484765	0.036316
0.962168	0.0378316	0.0457522	0.894279	0.0599686	0.491314	1.00E-04	0.464909	0.0436766	0.0202634	0.00972511	0.0437012	0.48414	0.44217	0.0197901	0.0120191	0.00686385	0.447899	0.472657	0.0407707	0.0245026	0.0123657	0.00477267	0.270745	0.47265	0.00538553	0.209579	0.0380905	0.0110068	0.0148301	0.185676	0.473166	0.00142273	0.00561608	0.270191	0.017889	0.0133287	1.00E-04	0.0100976	0.178636	0.269596	0.00561139	0.465477	0.0392633
0.968101	0.0318991	0.0417578	0.905446	0.0527963	0.507673	1.00E-04	0.453527	0.0387003	0.0216593	0.00147279	0.0365096	0.507197	0.433161	0.01975	0.0101606	0.00161495	0.434476	0.50025	0.0337484	0.021805	0.0112617	0.00466268	0.243377	0.490766	0.000186014	0.227942	0.0470705	0.00624998	0.0133313	0.197461	0.494638	1.00E-04	1.00E-04	0.241049	0.00729807	0.0145596	1.00E-04	0.00748483	0.190789	0.244323	0.000536787	0.488581	0.0463271
0.978082	0.0219175	0.0328814	0.922001	0.0451179	0.501496	1.00E-04	0.464583	0.033821	0.0146083	1.00E-04	0.0371568	0.497762	0.450373	0.018402	0.0041016	1.00E-04	0.453828	0.49049	0.0330782	0.0223135	0.00558579	1.00E-04	0.257491	0.48467	1.00E-04	0.22974	0.0467812	0.00289777	0.00830934	0.199375	0.486075	1.00E-04	1.00E-04	0.256362	0.00849986	0.00617216	1.00E-04	0.00595593	0.201076	0.252557	1.00E-04	0.479847	0.0456926
0.985072	0.0149279	0.0239944	0.935577	0.040429	0.489373	1.00E-04	0.482007	0.0285207	0.0147891	1.00E-04	0.0287072	0.485351	0.471053	0.0167729	0.00497477	1.00E-04	0.470161	0.479683	0.0283084	0.0201469	0.00265299	1.00E-04	0.257773	0.469528	1.00E-04	0.249699	0.0452101	1.00E-04	0.00412419	0.224191	0.468157	1.00E-04	1.00E-04	0.258018	0.00665263	0.0058492	1.00E-04	0.00310332	0.223796	0.257755	1.00E-04	0.459589	0.043055
0.982304	0.0176963	0.024729	0.921347	0.0539236	0.50362	1.00E-04	0.460474	0.0358058	1.00E-04	1.00E-04	0.0411771	0.500567	0.458056	1.00E-04	0.00695105	1.00E-04	0.456185	0.497802	0.0388611	0.00449445	0.00539796	0.00101086	0.272697	0.489058	1.00E-04	0.227242	0.0294026	0.00516345	1.00E-04	0.204506	0.487987	1.00E-04	1.00E-04	0.27264	1.00E-04	0.002584	0.00232174	0.00756689	0.199799	0.27004	1.00E-04	0.485989	0.0314994
0.968931	0.0310693	0.0433118	0.902302	0.0543865	0.477254	1.00E-04	0.482068	0.0405776	0.0156702	0.010837	0.0404216	0.467139	0.465932	0.0100968	0.0117045	0.00741292	0.466594	0.459937	0.044254	0.015789	0.0116286	1.00E-04	0.305523	0.459418	0.00497789	0.202563	0.0402179	0.00977005	0.0112031	0.175371	0.455103	1.00E-04	0.00343186	0.304803	0.0069552	0.00935755	1.00E-04	0.0108281	0.167122	0.307891	0.00583693	0.452968	0.0389418
0.977651	0.022349	0.0293869	0.91367	0.0569432	0.430252	1.00E-04	0.525008	0.0446401	0.00439699	0.0088023	0.0491956	0.416352	0.521253	0.00194119	0.0118115	0.00534908	0.516366	0.416531	0.0480015	0.0120197	0.014826	1.00E-04	0.329233	0.410663	0.00496899	0.228189	0.0319248	0.0133667	0.00416328	0.205988	0.412553	1.00E-04	0.002046	0.329859	1.00E-04	0.0110777	1.00E-04	0.0133713	0.208355	0.330707	0.00119926	0.404962	0.0301278
0.987889	0.0121105	0.0242127	0.913061	0.0627265	0.437765	1.00E-04	0.515106	0.0470295	0.00672935	1.00E-04	0.0507326	0.436675	0.505763	0.00657841	0.00785379	1.00E-04	0.504744	0.428932	0.051791	0.00965418	0.00787774	0.00525186	0.325796	0.42458	1.00E-04	0.22674	0.0375929	0.00613359	0.00145528	0.204567	0.426607	1.00E-04	1.00E-04	0.323445	0.00636512	0.0072983	1.00E-04	0.00746977	0.19324	0.324347	1.00E-04	0.421901	0.0391795
0.970692	0.0293078	0.0387955	0.905454	0.0557501	0.46558	1.00E-04	0.491971	0.0423495	0.0118298	0.0097366	0.0441528	0.453747	0.480534	0.00929713	0.00875226	0.00900932	0.480445	0.449306	0.04319	0.0186041	0.00997405	1.00E-04	0.29827	0.441884	0.00644775	0.22472	0.0449918	0.00850225	0.006101	0.194284	0.445839	1.00E-04	0.00365083	0.296531	0.00673293	0.0104703	1.00E-04	0.00904246	0.192005	0.295357	0.00476816	0.439934	0.0415905
0.979214	0.0207858	0.0275783	0.915303	0.0571185	0.445528	1.00E-04	0.511786	0.0425856	0.0110309	0.00621883	0.0469825	0.43422	0.501548	0.00985829	0.00977235	0.0054468	0.500722	0.429865	0.0443351	0.0174167	0.0119715	1.00E-04	0.320487	0.428033	0.00269538	0.219297	0.0341854	0.00792173	0.00959509	0.199043	0.426662	1.00E-04	0.00165288	0.32084	0.00885454	0.011207	1.00E-04	0.0103396	0.191109	0.320271	0.00128876	0.424097	0.0327324
0.9804	0.0196001	0.0297177	0.905119	0.0651637	0.458974	1.00E-04	0.489436	0.0514907	0.0073055	0.00016698	0.0556181	0.449997	0.486912	0.00679247	0.0101984	1.00E-04	0.484266	0.444978	0.0536653	0.00920056	0.0119053	0.00706446	0.31381	0.446307	1.00E-04	0.211613	0.0349757	0.00998836	0.00716195	0.186438	0.444555	0.00385966	1.00E-04	0.312922	0.00683097	0.00999891	0.00617981	0.00767597	0.188501	0.309287	1.00E-04	0.436356	0.0350709
0.966644	0.0333562	0.0440712	0.900284	0.0556449	0.451411	0.00535669	0.500345	0.0428877	0.0140968	0.0139231	0.0464175	0.44105	0.484513	0.0107472	0.0162769	0.0092771	0.483593	0.437838	0.0422677	0.0199774	0.0171456	1.00E-04	0.309572	0.435239	0.00736913	0.210597	0.0347362	0.0142557	0.0155419	0.177814	0.435177	1.00E-04	0.00596041	0.316415	0.0099139	0.022873	1.00E-04	0.0129605	0.180517	0.311386	0.0053672	0.426806	0.0300774
0.966956	0.0330441	0.0441069	0.91929	0.0366036	0.6243	1.00E-04	0.346693	0.0289064	0.0276924	1.00E-04	0.0259751	0.624411	0.321822	0.0292578	0.00512984	1.00E-04	0.318593	0.621292	0.0256268	0.0177359	0.00513754	0.0113212	0.0936117	0.597635	1.00E-04	0.274459	0.0539778	0.00101921	0.0056603	0.232802	0.600387	0.0141379	1.00E-04	0.0919166	0.00818759	0.0107969	0.0126211	1.00E-04	0.235017	0.0929731	1.00E-04	0.592663	0.0475409
0.951584	0.0484161	0.0588753	0.888893	0.0522322	0.622679	1.00E-04	0.34061	0.0366107	0.039676	0.000305111	0.0388431	0.619719	0.301456	0.0364623	0.0140799	1.00E-04	0.304652	0.610534	0.0341721	0.0279274	0.0165325	0.0237695	0.0950472	0.587837	1.00E-04	0.248787	0.043364	0.0125548	0.0203932	0.219402	0.587808	0.0213526	1.00E-04	0.0950252	0.0128066	0.0180216	0.0235619	0.0143251	0.210952	0.0995799	1.00E-04	0.579334	0.041319
0.961135	0.0388651	0.0501657	0.911501	0.0383333	0.615617	1.00E-04	0.357755	0.0265286	0.0289551	1.00E-04	0.0272782	0.611886	0.331781	0.0291954	0.0145919	1.00E-04	0.33144	0.600442	0.0242313	0.0206684	0.0144509	0.0110855	0.106304	0.577692	1.00E-04	0.269698	0.0381922	0.0129963	0.0127098	0.240502	0.580418	0.0104923	1.00E-04	0.104589	0.00823257	0.01037	0.011567	0.0153549	0.239689	0.103673	1.00E-04	0.57089	0.0401233
0.933344	0.0666564	0.0778871	0.877496	0.0446165	0.658394	0.0110872	0.293159	0.0373601	0.0378741	0.0103903	0.0346518	0.652102	0.264981	0.0359473	0.0224402	0.0027035	0.262571	0.647565	0.0287731	0.02968	0.023089	0.0234978	0.0763204	0.627416	1.00E-04	0.219897	0.0465269	0.0231402	0.0185721	0.192811	0.623959	0.0185353	1.00E-04	0.0763557	0.018136	0.0205488	0.0181399	0.0210661	0.183606	0.0800803	1.00E-04	0.615234	0.0430884
0.945916	0.0540841	0.0650465	0.892746	0.0422078	0.632925	0.00194384	0.33007	0.0350615	0.0378217	0.0024726	0.0327892	0.626565	0.300351	0.0323504	0.0213097	1.00E-04	0.299898	0.617431	0.0289103	0.0274201	0.0211164	0.0192521	0.100096	0.594522	1.00E-04	0.237494	0.0443001	0.0184824	0.0160306	0.215469	0.590511	0.014801	1.00E-04	0.100305	0.0162879	0.0160145	0.0145513	0.0194935	0.209846	0.0957042	1.00E-04	0.591133	0.036869
0.927869	0.0721311	0.08236	0.879051	0.0385894	0.627047	0.0178293	0.323267	0.0318569	0.0390154	0.0199364	0.0264592	0.618536	0.296053	0.0372567	0.022912	0.00998986	0.292694	0.609073	0.0280744	0.0273654	0.0232424	0.0169028	0.0980713	0.592414	0.00866152	0.233342	0.0474936	0.020439	0.0175237	0.204481	0.591992	0.0138183	0.00673549	0.0975168	0.0181833	0.0155224	0.0126112	0.020199	0.20413	0.0937824	0.00901479	0.582192	0.0443641
0.952328	0.0476718	0.0572361	0.894833	0.0479305	0.565461	0.00494452	0.391241	0.0383541	0.0450021	0.00531796	0.033613	0.56489	0.351177	0.0427413	0.0228645	1.00E-04	0.353255	0.549205	0.0318343	0.0267395	0.0234163	0.0173723	0.125841	0.529941	1.00E-04	0.27659	0.0582017	0.0175883	0.0169453	0.241661	0.527965	0.0172428	1.00E-04	0.120295	0.0178463	0.00908321	0.0118055	0.0186208	0.244688	0.122695	1.00E-04	0.521394	0.0537667
0.963108	0.036892	0.0467784	0.912789	0.0404323	0.600234	1.00E-04	0.37264	0.0270263	0.0292243	1.00E-04	0.0294324	0.596357	0.344886	0.0293008	0.0133699	1.00E-04	0.339537	0.590361	0.0273313	0.0179088	0.0131322	0.0176374	0.110012	0.563556	1.00E-04	0.277654	0.0573711	0.0101143	0.00517037	0.243078	0.565412	0.0123108	1.00E-04	0.106443	0.00593288	0.00595392	0.0114792	0.0122545	0.235409	0.107695	1.00E-04	0.562238	0.0589367
0.966795	0.0332049	0.0449038	0.913081	0.042015	0.638048	1.00E-04	0.330059	0.0317932	0.0259218	1.00E-04	0.032589	0.634764	0.306626	0.0218345	0.00630696	1.00E-04	0.312814	0.628269	0.0306758	0.0139374	0.00585716	0.0212274	0.0967718	0.60587	1.00E-04	0.256236	0.0537342	0.00240196	1.00E-04	0.217409	0.610564	0.0187544	1.00E-04	0.0969363	0.00178284	0.00910167	0.0195639	0.00681422	0.210381	0.0993313	1.00E-04	0.601111	0.0518138
0.965178	0.0348221	0.0436628	0.904877	0.0514601	0.58173	1.00E-04	0.380558	0.037612	0.036506	1.00E-04	0.0352012	0.579776	0.348417	0.0302456	0.00852766	1.00E-04	0.350738	0.576891	0.0334977	0.0222274	0.00777841	0.0218962	0.121742	0.554251	1.00E-04	0.272005	0.056913	0.00640353	0.00903057	0.232014	0.553282	0.0201188	1.00E-04	0.122137	0.00923789	0.00953669	0.0189564	0.00786953	0.228959	0.120534	1.00E-04	0.550148	0.0546582
0.948761	0.0512394	0.0602596	0.887958	0.0517826	0.589239	0.00518924	0.360844	0.0447282	0.0433623	0.0063397	0.0370688	0.586788	0.326441	0.0413206	0.0216529	0.000661644	0.321635	0.576918	0.0378117	0.024139	0.0209321	0.0257392	0.109729	0.561469	1.00E-04	0.257891	0.0500738	0.0180693	0.0183496	0.223315	0.55825	0.0235208	1.00E-04	0.108321	0.0150597	0.0155354	0.0197175	0.0207534	0.218085	0.109983	1.00E-04	0.551646	0.0491197
0.964183	0.0358173	0.0435836	0.901563	0.0548536	0.555369	1.00E-04	0.401377	0.0431546	0.0402712	1.00E-04	0.0418312	0.548233	0.369565	0.0369531	0.0133306	1.00E-04	0.367743	0.541738	0.0401354	0.0267555	0.0104561	0.0281563	0.126938	0.516184	1.00E-04	0.29141	0.0473825	0.0112081	0.0174375	0.256773	0.519596	0.0212246	1.00E-04	0.126279	0.0140562	0.0108517	0.0233779	0.0102896	0.253628	0.122837	1.00E-04	0.512463	0.0523965
0.944566	0.0554341	0.0659983	0.871795	0.0622065	0.586188	0.00458512	0.356143	0.053084	0.0452605	0.00554209	0.0510854	0.577474	0.320638	0.0380421	0.0179643	0.00500533	0.323371	0.570175	0.0454425	0.0294168	0.0175944	0.0342586	0.115775	0.552974	0.00177564	0.248206	0.0588677	0.012902	0.0177211	0.211573	0.555773	0.0305839	0.00140926	0.111171	0.0164	0.0206653	0.029209	0.0132747	0.210362	0.108576	1.00E-04	0.544899	0.0565143
0.948781	0.0512193	0.0639451	0.888838	0.0472167	0.65987	1.00E-04	0.296901	0.0431288	0.0374921	1.00E-04	0.0339062	0.656681	0.27182	0.0406783	0.0161899	1.00E-04	0.271417	0.642276	0.0293387	0.0337315	0.016212	0.0218831	0.0877389	0.626071	1.00E-04	0.214264	0.0427504	0.0110086	0.0219603	0.191465	0.629625	0.0188952	1.00E-04	0.0841947	0.0187519	0.0184308	0.0163287	0.0118132	0.182776	0.0850862	1.00E-04	0.621358	0.045355
0.945761	0.0542388	0.0665247	0.884486	0.0489898	0.606871	0.00511805	0.351305	0.0367062	0.0376156	0.00882309	0.03778	0.597525	0.318256	0.0343263	0.0255731	1.00E-04	0.315788	0.584848	0.039365	0.0300267	0.0245498	0.0209227	0.117398	0.5734	1.00E-04	0.233603	0.0337506	0.0215204	0.0199366	0.223684	0.570466	0.020174	1.00E-04	0.110368	0.0162791	0.0230581	0.0185964	0.0209189	0.216278	0.116604	1.00E-04	0.560968	0.0271985
0.947432	0.0525681	0.0655871	0.902293	0.0321197	0.625092	0.000705458	0.350831	0.0233714	0.0395106	0.0015317	0.0199181	0.620627	0.318413	0.0377339	0.0182423	1.00E-04	0.311342	0.612504	0.0200775	0.029704	0.0179598	0.00816085	0.0976627	0.591123	1.00E-04	0.25529	0.0538194	0.0170724	0.0174328	0.225825	0.587357	0.00574442	1.00E-04	0.0926484	0.0131789	0.0164097	0.00240335	0.0154332	0.223628	0.0942176	1.00E-04	0.582631	0.0519984
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.558627	1.00E-04	0.441173	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.554585	0.445115	1.00E-04	1.00E-04	1.00E-04	0.447792	0.551808	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0521748	0.50459	1.00E-04	0.442835	1.00E-04	1.00E-04	1.00E-04	0.442537	0.508628	1.00E-04	1.00E-04	0.0483349	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.443662	0.042332	1.00E-04	0.512219	0.00128654
0.993211	0.00678945	0.0197725	0.963291	0.0169365	0.535808	1.00E-04	0.459847	0.00424536	0.0225299	1.00E-04	0.00783531	0.534924	0.434611	0.0257865	1.00E-04	1.00E-04	0.432114	0.534773	0.00712609	0.00338853	1.00E-04	0.00345555	0.0749634	0.495159	1.00E-04	0.422833	0.0248476	1.00E-04	1.00E-04	0.405953	0.495791	0.00461874	1.00E-04	0.0684903	0.0032121	1.00E-04	0.0037579	1.00E-04	0.399566	0.0648205	1.00E-04	0.495446	0.0328983
0.921731	0.0782691	0.0893926	0.890214	0.020393	0.530835	0.038526	0.417966	0.0126733	0.0315159	0.0414575	0.00991973	0.522712	0.394395	0.0291015	0.0162156	0.0344673	0.393278	0.519349	0.00758868	0.0131133	0.0143435	0.00890887	0.0750605	0.485807	0.0331962	0.369571	0.0363756	0.0140155	0.00594286	0.343662	0.487297	0.00709909	0.0330232	0.0725848	0.00162667	0.026322	0.00472891	0.0108192	0.338499	0.0713595	0.032339	0.481015	0.0332902
