k21	k22	k31	k32	k33	k41	k42	k43	k44	k51	k52	k53	k54	k55	k61	k62	k63	k64	k65	k66	k71	k72	k73	k74	k75	k76	k77	k81	k82	k83	k84	k85	k86	k87	k88	k91	k92	k93	k94	k95	k96	k97	k98	k99
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0932407	0.0016893	0.90497	1.00E-04	0.0631598	0.0202412	1.00E-04	0.0794398	0.837059	0.058343	0.00567995	0.0206622	0.831804	0.0834106	1.00E-04	0.000326537	1.00E-04	1.00E-04	0.0348302	0.00157552	0.0200921	0.942976	1.00E-04	0.00418768	0.0125245	0.947963	1.00E-04	1.00E-04	0.0239858	0.0110392	0.0152272	1.00E-04	1.00E-04	0.00372213	0.942567	0.010281	0.0270894	0.000813722	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0930537	0.00185856	0.904988	1.00E-04	0.0629621	0.0197025	1.00E-04	0.0846878	0.832548	0.0590326	0.00881466	0.0162113	0.832887	0.0829541	1.00E-04	1.00E-04	0.0013478	1.00E-04	0.033386	0.00384447	0.0186989	0.942523	1.00E-04	0.0047405	0.0150596	0.950987	1.00E-04	1.00E-04	0.0219335	0.00697969	0.0188425	0.00202589	1.00E-04	0.00569877	0.947923	0.00329214	0.0219174	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0867542	1.00E-04	0.913046	1.00E-04	0.0653014	0.0177098	1.00E-04	0.0785844	0.838304	0.063621	0.00743771	0.0154026	0.832889	0.0805498	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0232191	1.00E-04	0.0170886	0.959292	1.00E-04	0.00320026	0.0130005	0.963035	1.00E-04	1.00E-04	0.0203645	1.00E-04	0.0187838	1.00E-04	1.00E-04	0.00495765	0.952697	1.00E-04	0.0230621	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0810714	0.00463819	0.91419	1.00E-04	0.0625543	0.0199314	1.00E-04	0.0755394	0.841875	0.0618919	0.00788901	0.0194662	0.835962	0.0746911	1.00E-04	1.00E-04	0.00177134	1.00E-04	0.0290884	1.00E-04	0.0211779	0.947662	1.00E-04	0.00404078	0.00976318	0.959635	1.00E-04	1.00E-04	0.0224471	0.00381371	0.0165717	0.00269032	0.000259153	0.00435883	0.950472	0.00123415	0.0242137	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0879648	1.00E-04	0.911835	1.00E-04	0.0675866	0.014599	1.00E-04	0.0787259	0.838988	0.0645341	0.00359863	0.0142281	0.8382	0.0793396	1.00E-04	0.00258839	1.00E-04	1.00E-04	0.0317092	0.000759488	0.0152899	0.949453	1.00E-04	0.000571165	0.0168273	0.961368	1.00E-04	1.00E-04	0.0166897	0.00424384	0.0217589	1.00E-04	1.00E-04	0.00319779	0.954111	0.00267838	0.0178539	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0823992	1.00E-04	0.917401	1.00E-04	0.0581629	0.0137893	1.00E-04	0.0745986	0.853349	0.0562472	0.00464303	0.0120435	0.846451	0.080515	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0265584	1.00E-04	0.0113138	0.961728	1.00E-04	0.000475517	0.00538759	0.972183	1.00E-04	1.00E-04	0.0163029	0.00535106	0.0121322	1.00E-04	1.00E-04	1.00E-04	0.96752	0.00264404	0.0172036	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0941737	1.00E-04	0.905626	1.00E-04	0.06308	0.0156705	1.00E-04	0.0819292	0.83922	0.0587336	0.0058931	0.0152459	0.839228	0.0807995	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0281484	0.00400815	0.0156684	0.951875	1.00E-04	0.00010706	0.00970529	0.97122	1.00E-04	1.00E-04	0.0185676	1.00E-04	0.0171937	1.00E-04	1.00E-04	0.0024652	0.959392	1.00E-04	0.0196876	0.000861703	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0914132	0.0042952	0.904192	1.00E-04	0.0661204	0.0212871	1.00E-04	0.078828	0.833665	0.0682778	0.0102251	0.0184881	0.82363	0.0792786	1.00E-04	0.00563798	0.000844565	1.00E-04	0.0327273	0.0029304	0.0190402	0.93872	1.00E-04	0.00428888	0.0210258	0.949039	1.00E-04	1.00E-04	0.0233111	0.00203535	0.0242748	0.00179871	1.00E-04	0.00451646	0.944771	1.00E-04	0.022309	0.00203041	1.00E-04
0.9999	0.0001	0.00656913	0.993331	1.00E-04	0.0914679	0.00961059	0.898822	1.00E-04	0.072403	0.0245426	1.00E-04	0.0836278	0.819327	0.070506	0.00710422	0.0230069	0.819154	0.0801294	1.00E-04	0.00863049	0.0023231	1.00E-04	0.0234155	0.00528227	0.0241731	0.936076	1.00E-04	0.00609361	0.0253657	0.941836	1.00E-04	1.00E-04	0.0263044	1.00E-04	0.0269832	0.00328362	1.00E-04	0.00590702	0.937041	1.00E-04	0.0263848	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.084225	0.00403991	0.911635	1.00E-04	0.0594704	0.0213789	1.00E-04	0.073085	0.845966	0.0622293	0.00704633	0.0191788	0.839878	0.0715677	1.00E-04	1.00E-04	0.000397857	1.00E-04	0.0279216	1.00E-04	0.0191431	0.952238	1.00E-04	0.00202341	0.00894195	0.961815	1.00E-04	1.00E-04	0.0246935	0.00222646	0.0130992	0.00482346	1.00E-04	0.00268155	0.956541	1.00E-04	0.0224549	1.00E-04	1.00E-04
0.9999	0.0001	0.00500386	0.994896	1.00E-04	0.0930132	0.0141132	0.892774	1.00E-04	0.0729843	0.0288983	1.00E-04	0.0808543	0.817163	0.0712303	0.00755158	0.0246562	0.816943	0.0795193	1.00E-04	0.0105298	0.00194272	1.00E-04	0.0342567	0.00185356	0.027351	0.923966	1.00E-04	0.00385353	0.0248548	0.931573	1.00E-04	1.00E-04	0.0307169	0.00870188	0.0303293	1.00E-04	1.00E-04	0.00703382	0.925504	0.0068077	0.0299256	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0952102	0.000396701	0.904293	1.00E-04	0.0647607	0.01861	1.00E-04	0.0822961	0.834233	0.0656973	0.00296486	0.0189661	0.83048	0.0817917	1.00E-04	0.00133827	1.00E-04	1.00E-04	0.0284405	0.00374988	0.0189511	0.94732	1.00E-04	0.0038773	0.0168994	0.956379	1.00E-04	1.00E-04	0.0224449	1.00E-04	0.0180861	0.00294374	1.00E-04	0.00279062	0.951586	1.00E-04	0.0241937	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0922894	0.00463213	0.902978	1.00E-04	0.0614885	0.0201232	1.00E-04	0.0877975	0.830491	0.0612665	0.0094564	0.0186133	0.825848	0.0847156	1.00E-04	1.00E-04	0.00181948	1.00E-04	0.0258109	0.00428873	0.0208078	0.947073	1.00E-04	0.00654859	0.0118853	0.954983	1.00E-04	1.00E-04	0.0233748	0.00290858	0.0190043	1.00E-04	1.00E-04	0.00725701	0.947926	1.00E-04	0.0253128	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0916737	1.00E-04	0.908126	1.00E-04	0.0601797	0.0176	1.00E-04	0.084529	0.837591	0.0620094	0.00771101	0.0156248	0.833554	0.0810006	1.00E-04	1.00E-04	0.00420952	1.00E-04	0.0339442	0.00138804	0.0159417	0.944316	1.00E-04	0.00513228	0.0126199	0.956475	1.00E-04	1.00E-04	0.0200754	0.00539763	0.0202096	1.00E-04	1.00E-04	0.00743312	0.949365	0.00396667	0.018626	1.00E-04	1.00E-04
0.9999	0.0001	0.000204827	0.999695	1.00E-04	0.0765495	0.00927435	0.914076	1.00E-04	0.0708219	0.0274155	1.00E-04	0.0648364	0.836826	0.0721585	0.00977404	0.0204304	0.833703	0.0638342	1.00E-04	0.00228487	0.00295023	1.00E-04	0.0338311	1.00E-04	0.022905	0.937829	1.00E-04	0.00571551	0.0164197	0.939045	1.00E-04	1.00E-04	0.0256592	0.0128604	0.0211449	0.000324056	1.00E-04	0.00563705	0.938684	0.00699572	0.0269141	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0824572	0.00700606	0.910437	1.00E-04	0.0587382	0.0252829	1.00E-04	0.0753513	0.840528	0.06045	0.00630152	0.0228466	0.838442	0.0718597	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0296515	1.00E-04	0.0248577	0.945091	1.00E-04	0.00466405	0.00405952	0.95476	1.00E-04	0.009066	0.0265481	0.00070183	0.00628265	0.0160847	0.00693367	1.00E-04	0.944425	1.00E-04	0.0258746	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.090771	0.00562398	0.903505	1.00E-04	0.059696	0.0217432	1.00E-04	0.080875	0.837586	0.0599669	0.00932385	0.0210833	0.8342	0.0753262	1.00E-04	1.00E-04	0.00212278	0.00181315	0.0364035	1.00E-04	0.021328	0.938133	1.00E-04	0.00501204	0.00395874	0.949984	1.00E-04	0.0130533	0.0232629	0.00452898	0.00770277	0.0116956	0.00840419	1.00E-04	0.942477	0.00532117	0.0240995	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0852983	1.00E-04	0.914502	1.00E-04	0.0615219	0.0149747	1.00E-04	0.0760149	0.847389	0.0595734	0.00462974	0.0175786	0.843245	0.0748731	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0335841	1.00E-04	0.016232	0.949784	1.00E-04	1.00E-04	0.00798739	0.960591	1.00E-04	0.0116887	0.0177405	0.00169209	0.0125052	0.00837256	0.010607	1.00E-04	0.949157	1.00E-04	0.018958	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0841942	1.00E-04	0.915606	1.00E-04	0.0519182	0.0182708	1.00E-04	0.0797679	0.849943	0.0523483	0.00600815	0.0164777	0.849324	0.0757423	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0325281	1.00E-04	0.0156899	0.951382	1.00E-04	0.00103679	0.00480423	0.964494	1.00E-04	0.00367695	0.0193055	0.00648215	0.00424516	0.0106292	0.00240307	1.00E-04	0.955227	0.00564436	0.0215511	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0862407	1.00E-04	0.913559	1.00E-04	0.0585166	0.00983714	1.00E-04	0.07716	0.854386	0.0549887	0.00286774	0.0118972	0.853898	0.0762482	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0482121	1.00E-04	0.0128261	0.938562	1.00E-04	1.00E-04	0.00475076	0.96374	1.00E-04	0.00513379	0.0155969	0.0104788	0.00739617	0.00617482	0.00245853	1.00E-04	0.951368	0.0154474	0.0168557	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0742232	0.00643233	0.919245	1.00E-04	0.055071	0.0260337	1.00E-04	0.0618736	0.856922	0.0543914	0.00964645	0.0212853	0.851809	0.0627679	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0342322	1.00E-04	0.0204551	0.944913	1.00E-04	0.00348146	0.00207571	0.958572	1.00E-04	0.000775544	0.0244582	0.0104373	0.000623538	0.012065	0.00365333	0.00446288	0.943424	0.0118299	0.0237411	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0907924	0.000825778	0.908282	1.00E-04	0.0535959	0.018973	1.00E-04	0.0810375	0.846294	0.0567734	0.00846077	0.0182357	0.838673	0.0777572	1.00E-04	1.00E-04	0.000489522	1.00E-04	0.0345941	1.00E-04	0.0196864	0.94493	1.00E-04	0.00396474	0.00432078	0.953113	1.00E-04	0.00667723	0.0212016	0.0105229	0.00182346	0.0116494	0.0110337	0.00224558	0.948254	0.00267065	0.0221235	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0879261	1.00E-04	0.911874	1.00E-04	0.0595371	0.0166711	1.00E-04	0.0794197	0.844272	0.0602951	0.00376078	0.0163519	0.838043	0.0814489	1.00E-04	1.00E-04	0.000606665	0.00243376	0.0345585	0.00135595	0.0174484	0.943497	1.00E-04	0.00233038	0.0091172	0.948667	1.00E-04	0.00950326	0.0209353	0.00924663	0.0101762	0.00775446	0.00792888	0.00288564	0.94518	0.00785317	0.0180213	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0898851	0.00127588	0.908739	1.00E-04	0.0566951	0.022949	1.00E-04	0.08288	0.837376	0.055602	0.00795555	0.020125	0.838838	0.0773795	1.00E-04	1.00E-04	0.00171273	0.00303881	0.040547	0.00337029	0.019822	0.931409	1.00E-04	0.00378328	0.00311659	0.948258	1.00E-04	0.011712	0.0235897	0.00934048	0.00430283	0.0105034	0.0142444	0.00120759	0.934852	0.0105363	0.0241532	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0855009	1.00E-04	0.914299	1.00E-04	0.0570833	0.0174387	1.00E-04	0.0828952	0.842483	0.0650524	0.00198012	0.0162403	0.840455	0.0761718	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0399955	1.00E-04	0.0167062	0.942898	1.00E-04	0.000248457	0.010351	0.948938	1.00E-04	0.00778986	0.0196196	0.0128529	0.0130645	0.0104189	0.00281158	1.00E-04	0.946061	0.0077265	0.0196175	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0846078	0.00481401	0.910478	1.00E-04	0.0635386	0.024742	1.00E-04	0.070433	0.841186	0.0580296	0.00711116	0.0220236	0.839985	0.0727508	1.00E-04	1.00E-04	0.00131784	1.00E-04	0.0398827	1.00E-04	0.0216199	0.93688	1.00E-04	0.00321709	0.00856731	0.943542	1.00E-04	0.00739036	0.0256558	0.0114279	0.0116877	0.0075906	0.00367788	0.00354509	0.939817	0.00803377	0.0254482	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0929749	1.00E-04	0.906825	1.00E-04	0.0567352	0.0175834	1.00E-04	0.0855802	0.840001	0.0534436	0.00734316	0.0160435	0.843358	0.0797113	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0280126	0.00262504	0.0151394	0.953923	1.00E-04	0.0040005	0.00371459	0.968209	1.00E-04	0.00505439	0.0187213	1.00E-04	0.00278691	0.00889627	0.00223231	0.00259239	0.961298	0.000901324	0.0210924	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0913171	0.00136335	0.90722	1.00E-04	0.049331	0.0247636	1.00E-04	0.0797354	0.84607	0.0521465	0.0127893	0.0164628	0.840179	0.0783226	1.00E-04	1.00E-04	0.00461411	0.00241539	0.0377246	1.00E-04	0.0158316	0.939214	1.00E-04	0.0063689	1.00E-04	0.952617	1.00E-04	0.0153704	0.0193984	0.00594517	0.00426836	0.00573172	0.0137346	0.00636988	0.946186	0.00202597	0.021484	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0954571	0.000832767	0.90361	1.00E-04	0.0633633	0.0204343	1.00E-04	0.0853398	0.830763	0.0626162	0.0108377	0.0173901	0.830502	0.0785541	1.00E-04	0.00162699	0.00347745	1.00E-04	0.0341334	0.0012115	0.0173448	0.942106	1.00E-04	0.0059404	0.00863368	0.951344	1.00E-04	0.0097856	0.0199311	0.00416562	0.0152596	0.00420261	0.00580526	0.00541921	0.948135	1.00E-04	0.0208785	1.00E-04	1.00E-04
0.9999	0.0001	0.00533072	0.994569	1.00E-04	0.101076	0.0124708	0.886353	1.00E-04	0.0565567	0.0309106	1.00E-04	0.0911361	0.821297	0.0545875	0.00708031	0.0269232	0.822196	0.0891134	1.00E-04	1.00E-04	0.00313894	0.000674563	0.0352536	0.0122994	0.0275868	0.920947	0.00036564	0.0054765	0.00642473	0.928162	0.00676331	0.00992242	0.0290018	0.0138839	0.0078167	0.0137396	0.00784152	0.00463908	0.920814	0.00882537	0.0294089	0.00604475	0.000870206
0.9999	0.0001	0.00711547	0.992785	1.00E-04	0.093902	0.0132291	0.892769	1.00E-04	0.0639171	0.0315344	1.00E-04	0.0855557	0.818893	0.0623059	0.0125625	0.0235667	0.820626	0.0808392	1.00E-04	1.00E-04	0.00628117	0.00187801	0.0260878	0.00323018	0.0272358	0.935187	0.000263081	0.0105025	0.00897612	0.940767	1.00E-04	0.00959537	0.0296956	1.00E-04	0.00859969	0.0172304	0.00990039	0.00528214	0.931579	1.00E-04	0.0271084	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0835784	1.00E-04	0.916222	1.00E-04	0.053776	0.0204055	1.00E-04	0.0714945	0.854224	0.0545098	0.00596122	0.0204357	0.849968	0.0690251	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0339384	1.00E-04	0.0189671	0.946695	1.00E-04	0.000957756	0.00200807	0.961117	1.00E-04	0.00602337	0.0234257	0.00626803	0.00796424	0.00379721	0.00834226	1.00E-04	0.951542	0.00498398	0.02307	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0839242	1.00E-04	0.915876	1.00E-04	0.0519756	0.0185083	1.00E-04	0.078093	0.851323	0.0498652	0.00640791	0.0185393	0.845565	0.0795227	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.042361	1.00E-04	0.0189321	0.938307	1.00E-04	0.00192185	0.00395221	0.95527	1.00E-04	0.00264015	0.0220894	0.013926	0.00566458	0.00445781	0.00641365	0.00117257	0.946662	0.0129127	0.0225169	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0985322	1.00E-04	0.901268	1.00E-04	0.0530243	0.0190903	1.00E-04	0.0907149	0.837071	0.0528772	0.00774865	0.0178869	0.838605	0.0827818	1.00E-04	1.00E-04	0.00217619	0.0018788	0.0301162	0.00492231	0.0166441	0.944162	1.00E-04	0.00542171	0.00210426	0.96464	1.00E-04	0.00819355	0.0193409	1.00E-04	0.00568005	0.00896001	0.00968172	0.00261334	0.951868	1.00E-04	0.020897	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0866921	0.000670043	0.912538	1.00E-04	0.0579302	0.0203691	1.00E-04	0.0756539	0.845947	0.0535051	0.00845754	0.0176903	0.846135	0.0741123	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0372782	1.00E-04	0.0176874	0.944635	1.00E-04	0.00153793	0.0048884	0.960096	1.00E-04	0.0039899	0.0217356	0.00755225	0.00705224	0.00971803	0.00474494	0.000546122	0.946068	0.0105091	0.021162	1.00E-04	1.00E-04
0.9999	0.0001	0.00332813	0.967617	0.0290553	0.0538205	0.0232616	0.919484	0.00343364	0.292296	1.00E-04	1.00E-04	0.0341798	0.673325	0.299223	1.00E-04	1.00E-04	0.670209	0.0302678	1.00E-04	0.234521	1.00E-04	1.00E-04	0.030629	1.00E-04	1.00E-04	0.73445	1.00E-04	1.00E-04	0.244477	0.745171	1.00E-04	1.00E-04	1.00E-04	0.00985212	0.246463	1.00E-04	1.00E-04	1.00E-04	0.736568	0.0127832	1.00E-04	1.00E-04	0.00368583
0.9999	0.0001	0.00833168	0.980033	0.0116349	0.0667285	0.0224427	0.910729	1.00E-04	0.218483	1.00E-04	1.00E-04	0.0571769	0.72414	0.210251	0.001914	0.000881571	0.72486	0.0619935	1.00E-04	0.156286	1.00E-04	1.00E-04	0.032045	1.00E-04	0.00117562	0.810193	0.0045004	1.00E-04	0.168773	0.809842	1.00E-04	1.00E-04	0.00387507	0.0127102	0.16839	0.00333377	1.00E-04	1.00E-04	0.805443	0.0130447	0.0034202	1.00E-04	0.00606877
0.991886	0.00811448	0.0167609	0.961016	0.0222235	0.0633683	0.0337234	0.902808	1.00E-04	0.264647	1.00E-04	1.00E-04	0.0540777	0.681076	0.26965	1.00E-04	1.00E-04	0.674204	0.0558458	1.00E-04	0.211305	1.00E-04	1.00E-04	0.0248659	1.00E-04	1.00E-04	0.763429	0.00880989	1.00E-04	0.214939	0.771242	1.00E-04	1.00E-04	0.00260069	0.00210781	0.2176	1.00E-04	1.00E-04	1.00E-04	0.774993	0.000414554	0.00262543	1.00E-04	0.00396681
0.9999	0.0001	0.0103868	0.964624	0.0249893	0.075266	0.0225056	0.902128	1.00E-04	0.292633	1.00E-04	1.00E-04	0.0607042	0.646462	0.293835	1.00E-04	1.00E-04	0.646114	0.0597503	1.00E-04	0.24437	1.00E-04	1.00E-04	0.0196055	1.00E-04	1.00E-04	0.735625	9.99E-05	9.99E-05	0.251062	0.748338	9.99E-05	9.99E-05	9.99E-05	9.99E-05	0.254683	9.99E-05	9.99E-05	9.99E-05	0.744618	9.99E-05	9.99E-05	9.99E-05	9.99E-05
0.994996	0.00500391	0.0122693	0.972622	0.0151089	0.0843022	0.0263515	0.889246	1.00E-04	0.203258	0.00269172	1.00E-04	0.0736709	0.72028	0.206369	0.00427124	0.00324622	0.717457	0.068557	1.00E-04	0.149018	0.00185216	0.00110564	0.0283513	0.00797766	0.00396935	0.807726	0.00661009	0.00166767	0.152095	0.81906	0.00877289	0.00252393	0.00449979	0.00477121	0.155662	0.00183743	0.00483727	0.00226844	0.809807	0.00699209	0.00587556	0.00600193	0.00671837
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.089954	1.00E-04	0.909846	1.00E-04	0.0504865	0.0158212	1.00E-04	0.0758589	0.857733	0.0520285	0.00371813	0.0139407	0.855221	0.0749919	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0358038	1.00E-04	0.0132898	0.950507	1.00E-04	0.00119497	0.00306405	0.962611	1.00E-04	0.00293753	0.0193304	0.0106623	0.00636754	0.00580683	0.00394275	0.000472007	0.955503	0.00914438	0.0185637	1.00E-04	1.00E-04
0.998835	0.00116462	0.01255	0.98735	1.00E-04	0.0817563	0.0164342	0.90171	1.00E-04	0.0536716	0.0384112	1.00E-04	0.0755712	0.832246	0.0553442	0.00936827	0.0336484	0.827155	0.0743838	1.00E-04	1.00E-04	0.0020302	1.00E-04	0.0504906	1.00E-04	0.034599	0.91258	1.00E-04	0.00294164	0.0112267	0.921818	1.00E-04	0.00236427	0.0369034	0.0245462	0.00797162	0.0162471	0.00377658	0.000614682	0.913142	0.0218761	0.0361717	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0754789	1.00E-04	0.924321	1.00E-04	0.0549565	0.0126921	1.00E-04	0.0669651	0.865286	0.050849	0.00172125	0.0141801	0.865258	0.0678918	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0405565	1.00E-04	0.0114577	0.947586	1.00E-04	1.00E-04	1.00E-04	0.972269	1.00E-04	1.00E-04	0.0176018	0.00962907	0.00340822	0.000270328	1.00E-04	1.00E-04	0.962478	0.0125577	0.0208862	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0805536	1.00E-04	0.919246	1.00E-04	0.0482796	0.0150092	1.00E-04	0.0782174	0.858394	0.046679	1.00E-04	0.01789	0.855898	0.0793333	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0275344	1.00E-04	0.0158941	0.956172	1.00E-04	1.00E-04	1.00E-04	0.97552	1.00E-04	1.00E-04	0.0201122	0.00386758	0.00650806	9.99E-05	9.99E-05	9.99E-05	0.96974	9.99E-05	0.0231521	9.99E-05	9.99E-05
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0787967	0.00278928	0.918314	1.00E-04	0.0579624	0.0213114	1.00E-04	0.0711262	0.8495	0.0563084	0.000636973	0.0229144	0.849252	0.0707883	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0409295	1.00E-04	0.0226367	0.936034	1.00E-04	1.00E-04	0.00689352	0.955867	1.00E-04	1.00E-04	0.024969	0.0118708	0.0139327	0.0052609	1.00E-04	1.00E-04	0.945653	0.00894624	0.0258077	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0858378	0.00705022	0.907012	1.00E-04	0.0530558	0.0267015	1.00E-04	0.0782712	0.841872	0.0527082	0.00629826	0.0249626	0.842766	0.0731651	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0330256	1.00E-04	0.0254832	0.941091	1.00E-04	0.00220614	0.00439073	0.953802	1.00E-04	0.00876532	0.028464	0.00217148	0.00791689	0.00248928	0.00237762	0.00269333	0.943271	0.00954054	0.0315113	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.102633	1.00E-04	0.897167	1.00E-04	0.0562878	0.014387	1.00E-04	0.0956573	0.833568	0.0534472	0.00346423	0.0144384	0.835952	0.0925983	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0368231	0.0137886	0.0141314	0.934957	1.00E-04	0.000782739	0.00467014	0.941116	0.0149279	0.00788142	0.0180126	0.0125091	0.0122823	0.00062285	0.00709304	1.00E-04	0.938111	0.00935364	0.020594	0.0117437	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0881812	1.00E-04	0.911619	1.00E-04	0.0536571	0.0104962	1.00E-04	0.0807576	0.854989	0.0509187	1.00E-04	0.0163857	0.847784	0.0847119	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0367639	1.00E-04	0.0135455	0.949291	1.00E-04	1.00E-04	0.00513415	0.970623	1.00E-04	0.000102837	0.0190792	0.0047607	0.00582107	1.00E-04	0.00153498	1.00E-04	0.970032	0.00363481	0.0185775	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0762365	1.00E-04	0.923564	1.00E-04	0.0509461	0.00673457	1.00E-04	0.0731203	0.869099	0.0468015	1.00E-04	0.0112263	0.865972	0.0758007	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0416609	1.00E-04	0.00678001	0.951159	1.00E-04	1.00E-04	1.00E-04	0.974943	1.00E-04	1.00E-04	0.0126313	0.0119259	1.00E-04	1.00E-04	0.00308987	1.00E-04	0.970713	0.0109828	0.0147145	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0877915	1.00E-04	0.912009	1.00E-04	0.0500326	0.0193264	1.00E-04	0.0798707	0.85067	0.0521138	0.00420028	0.0171196	0.847592	0.0788743	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.0402396	1.00E-04	0.0183392	0.941021	1.00E-04	0.00332773	0.00253754	0.957644	1.00E-04	0.00347992	0.0214356	0.0113752	0.00371428	0.00825282	0.00255017	0.00307499	0.954116	0.0054043	0.0226879	1.00E-04	1.00E-04
0.9999	0.0001	1.00E-04	0.9998	1.00E-04	0.0848427	0.00456295	0.910494	1.00E-04	0.0507028	0.0247964	1.00E-04	0.0735956	0.850805	0.0468542	0.00646746	0.0245224	0.847168	0.074888	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0.039099	1.00E-04	0.0242359	0.936265	1.00E-04	0.00385951	1.00E-04	0.954459	1.00E-04	1.00E-04	0.0285711	0.0127103	0.00200472	0.00712512	1.00E-04	0.00153785	0.949152	0.0106987	0.0291813	1.00E-04	1.00E-04
